EEMMM,FECHA_DEF_CT,INTUBADO_CT,NEUMONIA_CT,EMBARAZO_CT,HABLA_LENGUA_INDIG_CT,DIABETES_CT,EPOC_CT,ASMA_CT,INMUSUPR_CT,HIPERTENSION_CT,OTRA_COM_CT,CARDIOVASCULAR_CT,OBESIDAD_CT,RENAL_CRONICA_CT,TABAQUISMO_CT,OTRO_CASO_CT,RESULTADO_POS,RESULTADO_NEG,RESULTADO_PDT,MUJERES_CT,HOMBRES_CT,LONGITUD,LATITUD,NOM_ENT,NOM_MUN
29026,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,2,3,5,0,1,2,-98.13056740259466,19.35294210532554,Tlaxcala,Santa Cruz Tlaxcala
29027,0,0,3,0,0,2,0,0,0,1,1,0,0,0,0,3,0,8,2,0,0,-98.19029714620675,19.15074398116994,Tlaxcala,Tenancingo
29028,0,0,4,0,1,4,0,0,1,2,0,1,0,1,0,5,3,6,5,1,2,-98.11629565345214,19.22284974475424,Tlaxcala,Teolocholco
29029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,-98.22838916638064,19.24713090965816,Tlaxcala,Tepeyanco
29030,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,-97.9344679456035,19.48399433975542,Tlaxcala,Terrenate
29031,0,0,3,0,0,2,0,0,1,1,1,1,1,1,2,4,1,16,3,1,0,-98.0763529106653,19.48224416376483,Tlaxcala,Tetla de la Solidaridad
29032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,-98.2874436686934,19.2338922245588,Tlaxcala,Tetlatlahuca
29033,0,1,13,1,0,12,1,4,2,8,6,2,10,2,12,56,8,94,7,5,3,-98.23669392501321,19.30934733543771,Tlaxcala,Tlaxcala
29034,0,0,5,0,0,4,1,0,0,2,0,0,0,0,1,1,2,8,1,0,2,-98.17731149375535,19.62014026627316,Tlaxcala,Tlaxco
29035,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,-98.01614632645584,19.38884219199965,Tlaxcala,Tocatlán
29036,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,4,1,10,1,0,1,-98.24855966472246,19.33613583580949,Tlaxcala,Totolac
29038,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,2,0,0,0,-98.0852274671869,19.38071870054206,Tlaxcala,Tzompantepec
29039,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,6,0,1,0,-98.02915358541583,19.41617132103208,Tlaxcala,Xaloztoc
29040,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,-98.23956474664622,19.43020295797337,Tlaxcala,Xaltocan
29041,0,0,1,0,0,0,0,1,0,2,0,0,1,0,2,2,2,5,5,1,1,-98.1972278208346,19.17226712699408,Tlaxcala,Papalotla de Xicohténcatl
29042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,2,-98.24133798776022,19.17118668157135,Tlaxcala,Xicohtzinco
29043,1,2,6,0,0,1,0,1,1,1,1,0,3,0,2,2,2,18,5,0,2,-98.17774708413273,19.40171151867715,Tlaxcala,Yauhquemehcan
29044,0,1,3,0,0,3,0,0,0,5,2,1,3,0,1,14,7,18,2,4,3,-98.2603838165764,19.19384801054783,Tlaxcala,Zacatelco
29045,0,1,1,0,0,0,0,0,0,1,3,2,1,1,0,0,0,3,0,0,0,-98.40913642512677,19.59513083072185,Tlaxcala,Benito Juárez
29048,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,2,0,3,3,0,0,-98.19140846561342,19.27805735192454,Tlaxcala,La Magdalena Tlaltelulco
29049,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,-98.2985025724264,19.28618134458494,Tlaxcala,San Damián Texóloc
29050,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,-98.08404381660358,19.25711119284364,Tlaxcala,San Francisco Tetlanohcan
29051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-98.26414295869263,19.24814806067387,Tlaxcala,San Jerónimo Zacualpan
29052,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,-98.04931456702477,19.32361376275442,Tlaxcala,San José Teacalco
29053,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,0,0,0,-98.2538895642764,19.23467638279577,Tlaxcala,San Juan Huactzinco
29054,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,-98.26104826672496,19.2172209840528,Tlaxcala,San Lorenzo Axocomanitla
29055,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-98.25555932603179,19.49125148361176,Tlaxcala,San Lucas Tecopilco
29056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-98.33322248733302,19.29701102998829,Tlaxcala,Santa Ana Nopalucan
29057,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-98.31344773598224,19.24592574892782,Tlaxcala,Santa Apolonia Teacalco
29058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,-98.2164146899341,19.1934224710008,Tlaxcala,Santa Catarina Ayometla
29059,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,-98.20459184637645,19.21123526412465,Tlaxcala,Santa Cruz Quilehtla
29060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-98.206579219329,19.26246377242599,Tlaxcala,Santa Isabel Xiloxoxtla
30003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,-95.03261136012365,18.03667930195247,Veracruz de Ignacio de la Llave,Acayucan
30004,0,0,0,0,0,0,0,1,1,3,2,2,1,0,1,0,0,7,1,0,0,-96.52861789641118,19.54624287217181,Veracruz de Ignacio de la Llave,Actopan
30006,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,-97.27642307218565,18.7161467229155,Veracruz de Ignacio de la Llave,Acultzingo
30007,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,0,-96.56902009072361,19.01088106244247,Veracruz de Ignacio de la Llave,Camarón de Tejeda
30009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-96.58289350297903,19.71798560514997,Veracruz de Ignacio de la Llave,Alto Lucero de Gutiérrez Barrios
30011,1,0,4,0,0,2,0,0,2,5,6,0,5,0,3,9,3,20,5,2,1,-95.85033617942936,18.79995004734571,Veracruz de Ignacio de la Llave,Alvarado
30012,1,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,1,1,0,1,0,-95.68972378950275,18.43295756090248,Veracruz de Ignacio de la Llave,Amatitlán
30013,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,-97.68538713017394,21.31317132727904,Veracruz de Ignacio de la Llave,Naranjos Amatlán
30014,0,0,5,0,0,4,1,0,0,3,1,1,1,2,1,0,3,8,2,0,3,-96.87617372040849,18.85975188034578,Veracruz de Ignacio de la Llave,Amatlán de los Reyes
30015,0,1,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,-95.39232784687145,18.60202054579297,Veracruz de Ignacio de la Llave,Angel R. Cabada
30016,0,0,1,0,0,1,0,0,1,3,3,0,0,0,1,0,1,16,0,1,0,-96.3090231761648,19.31004917981052,Veracruz de Ignacio de la Llave,La Antigua
30021,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,-96.79654380159104,18.92792948424174,Veracruz de Ignacio de la Llave,Atoyac
30022,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,-97.07789466795764,18.94432572053204,Veracruz de Ignacio de la Llave,Atzacan
30025,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,-97.18310034433682,19.4023956724963,Veracruz de Ignacio de la Llave,Ayahualulco
30026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,-96.94294025079328,19.58678638385819,Veracruz de Ignacio de la Llave,Banderilla
30028,0,0,7,0,0,4,0,7,2,10,19,1,15,1,16,33,21,81,20,9,12,-96.12100554261417,19.11740531960397,Veracruz de Ignacio de la Llave,Boca del Río
30030,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,3,1,0,0,-97.1633954055242,18.79042982326771,Veracruz de Ignacio de la Llave,Camerino Z. Mendoza
30032,0,0,2,0,0,1,1,3,0,1,2,0,1,1,0,0,0,2,2,0,0,-95.02575804853217,18.43473809567266,Veracruz de Ignacio de la Llave,Catemaco
30034,0,0,3,0,0,1,0,0,0,1,1,0,0,0,0,1,0,2,1,0,0,-97.76923097294738,21.18737153591396,Veracruz de Ignacio de la Llave,Cerro Azul
30038,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,3,1,0,-96.93054618840495,19.44754690095858,Veracruz de Ignacio de la Llave,Coatepec
30039,1,2,14,0,1,18,4,8,3,25,2,0,23,0,12,10,13,64,63,8,5,-94.3973676308524,18.13255848233832,Veracruz de Ignacio de la Llave,Coatzacoalcos
30040,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,3,2,0,0,-97.53741247566117,20.42745526950018,Veracruz de Ignacio de la Llave,Coatzintla
30042,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-96.70518023599266,19.93351797781503,Veracruz de Ignacio de la Llave,Colipa
30044,0,1,18,0,0,11,4,2,3,12,5,2,7,3,6,3,4,52,11,3,1,-96.93845744042812,18.93236782559468,Veracruz de Ignacio de la Llave,Córdoba
30045,0,0,1,0,0,1,0,1,0,3,1,0,2,1,0,0,1,9,3,0,1,-95.97233595566662,18.30206741057527,Veracruz de Ignacio de la Llave,Cosamaloapan de Carpio
30047,0,1,3,0,0,1,1,0,0,1,1,0,1,0,1,0,1,2,1,0,1,-97.08946644383441,19.05332286062722,Veracruz de Ignacio de la Llave,Coscomatepec
30048,0,0,4,0,0,0,0,0,0,2,0,0,1,0,1,0,1,7,5,1,0,-94.56808030123447,18.01624260905718,Veracruz de Ignacio de la Llave,Cosoleacaque
30049,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,-96.36619139335004,18.86268868910646,Veracruz de Ignacio de la Llave,Cotaxtla
30053,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,-96.65952085662977,18.77630255443967,Veracruz de Ignacio de la Llave,Cuitláhuac
30054,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,-95.80713718588092,18.21342247921345,Veracruz de Ignacio de la Llave,Chacaltianguis
30058,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-98.04062246281956,21.00325252396781,Veracruz de Ignacio de la Llave,Chicontepec
30059,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-94.70118041785315,18.05983235243616,Veracruz de Ignacio de la Llave,Chinameca
30060,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-97.66898429835751,21.37645382235469,Veracruz de Ignacio de la Llave,Chinampa de Gorostiza
30061,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,3,1,0,0,-93.95723577921875,17.53583580506448,Veracruz de Ignacio de la Llave,Las Choapas
30065,1,0,3,0,0,1,2,1,0,4,0,0,5,0,2,1,3,7,2,0,3,-96.73142158978126,19.43999763384304,Veracruz de Ignacio de la Llave,Emiliano Zapata
30068,0,0,4,2,0,3,0,3,0,3,2,0,2,1,3,1,1,19,4,0,1,-96.99007092136175,18.90215486722177,Veracruz de Ignacio de la Llave,Fortín
30069,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,1,0,0,-97.10959091676474,20.44637395179349,Veracruz de Ignacio de la Llave,Gutiérrez Zamora
30073,0,0,0,0,0,0,1,0,1,0,3,0,1,0,0,0,0,2,1,0,0,-95.15482306254117,18.19711174405897,Veracruz de Ignacio de la Llave,Hueyapan de Ocampo
30077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-95.55839757340088,18.08214803022305,Veracruz de Ignacio de la Llave,Isla
30080,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,0,1,-96.93083243886014,19.03740084576611,Veracruz de Ignacio de la Llave,Ixhuatlán del Café
30081,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,-97.16658676187147,18.88988661616578,Veracruz de Ignacio de la Llave,Ixhuatlancillo
30082,0,0,1,0,0,1,0,0,0,1,0,0,3,0,0,2,0,1,2,0,0,-94.39512851185602,17.98607626952771,Veracruz de Ignacio de la Llave,Ixhuatlán del Sureste
30083,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,-98.00998054415312,20.7230533793167,Veracruz de Ignacio de la Llave,Ixhuatlán de Madero
30084,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,-95.8869076270199,18.47389528749133,Veracruz de Ignacio de la Llave,Ixmatlahuacan
30085,0,0,3,0,0,3,1,0,0,4,3,0,0,3,0,0,2,7,1,1,1,-97.02901321944654,18.85056593323801,Veracruz de Ignacio de la Llave,Ixtaczoquitlán
30087,0,2,21,1,1,12,5,16,1,20,14,5,12,1,15,14,6,83,31,2,4,-96.88833352662189,19.54385762788442,Veracruz de Ignacio de la Llave,Xalapa
30088,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-96.75579833032825,19.3395282501216,Veracruz de Ignacio de la Llave,Jalcomulco
30089,0,0,1,1,0,1,0,0,0,2,0,1,0,0,0,0,0,3,3,0,0,-94.7150746675474,17.87041568637829,Veracruz de Ignacio de la Llave,Jáltipan
30091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-94.90441623171927,17.41844947079811,Veracruz de Ignacio de la Llave,Jesús Carranza
30092,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,3,1,0,0,-97.05833603401085,19.44781720052448,Veracruz de Ignacio de la Llave,Xico
30097,0,0,2,0,0,4,1,2,2,4,0,0,4,1,0,0,0,12,3,0,0,-95.50058694938609,18.6565873267603,Veracruz de Ignacio de la Llave,Lerdo de Tejada
30100,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,-96.33945018915983,19.10486517386882,Veracruz de Ignacio de la Llave,Manlio Fabio Altamirano
30101,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-97.18385140135398,18.93297294205994,Veracruz de Ignacio de la Llave,Mariano Escobedo
30102,1,0,2,2,0,2,1,0,0,2,0,0,0,0,1,1,3,12,3,1,2,-97.05103273642933,20.13354816101411,Veracruz de Ignacio de la Llave,Martínez de la Torre
30105,0,0,3,1,0,4,0,5,2,3,7,0,7,0,3,6,1,29,2,1,0,-96.16191090239847,18.98827774528531,Veracruz de Ignacio de la Llave,Medellín de Bravo
30106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,-96.8814463445512,19.72403525177845,Veracruz de Ignacio de la Llave,Miahuatlán
30108,0,1,14,1,0,7,0,1,1,10,4,2,13,1,3,5,1,36,7,1,0,-94.38869660398156,17.71136873513286,Veracruz de Ignacio de la Llave,Minatitlán
30111,0,0,2,0,0,1,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,-94.28574276113166,17.98267480440388,Veracruz de Ignacio de la Llave,Moloacán
30115,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,2,0,2,1,0,0,-97.19899720708143,18.82535599739006,Veracruz de Ignacio de la Llave,Nogales
30116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-94.89165324701278,17.90321740270318,Veracruz de Ignacio de la Llave,Oluta
30118,0,0,6,1,0,7,2,3,2,12,8,2,5,5,8,5,0,49,12,0,0,-97.1048078667643,18.85586189276305,Veracruz de Ignacio de la Llave,Orizaba
30121,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-97.84760899900117,21.7212586794127,Veracruz de Ignacio de la Llave,Ozuluama de Mascareñas
30123,0,0,1,3,0,3,0,0,0,3,1,0,2,0,2,1,1,9,2,0,1,-98.2563758874362,22.11398629147286,Veracruz de Ignacio de la Llave,Pánuco
30124,0,0,0,0,0,0,1,1,1,4,2,0,2,2,0,0,0,7,3,0,0,-97.28632709309666,20.41090014072259,Veracruz de Ignacio de la Llave,Papantla
30125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,-96.66301273600034,18.94269610159727,Veracruz de Ignacio de la Llave,Paso del Macho
30126,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,-96.4500491594103,19.24636712872704,Veracruz de Ignacio de la Llave,Paso de Ovejas
30128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,-97.27889594410168,19.52843749457306,Veracruz de Ignacio de la Llave,Perote
30129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-98.37572295629968,21.29478301861619,Veracruz de Ignacio de la Llave,Platón Sánchez
30130,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-95.64516653841126,17.76700250445719,Veracruz de Ignacio de la Llave,Playa Vicente
30131,1,1,11,2,1,11,1,6,3,10,7,4,13,2,8,8,12,33,12,6,6,-97.43847187927184,20.53004888140404,Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo
30132,0,0,2,0,0,2,0,0,0,2,2,1,1,1,0,0,0,4,0,0,0,-97.09478186471783,19.62228382057472,Veracruz de Ignacio de la Llave,Las Vigas de Ramírez
30133,0,0,3,0,0,2,0,0,0,3,2,0,0,1,0,0,0,3,2,0,0,-97.92480994048925,22.15806355484908,Veracruz de Ignacio de la Llave,Pueblo Viejo
30134,0,0,1,0,0,1,0,0,0,0,2,0,1,0,1,0,0,3,3,0,0,-96.56567185372775,19.30132699364281,Veracruz de Ignacio de la Llave,Puente Nacional
30135,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,-97.09560037555825,18.80292981546255,Veracruz de Ignacio de la Llave,Rafael Delgado
30138,0,0,1,0,0,2,0,0,0,3,1,0,1,0,1,0,1,9,1,1,0,-97.15091989964613,18.84449830968588,Veracruz de Ignacio de la Llave,Río Blanco
30140,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-97.09302105634113,18.77226011783651,Veracruz de Ignacio de la Llave,San Andrés Tenejapan
30141,0,0,5,1,0,2,0,0,1,1,3,0,1,0,0,3,2,7,3,1,1,-95.22222152349089,18.46717780797025,Veracruz de Ignacio de la Llave,San Andrés Tuxtla
30142,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-95.16202377148578,17.7659768166098,Veracruz de Ignacio de la Llave,San Juan Evangelista
30143,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,4,0,2,-95.3998345739522,18.39931896780853,Veracruz de Ignacio de la Llave,Santiago Tuxtla
30148,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,-96.45317706314331,19.04891535984702,Veracruz de Ignacio de la Llave,Soledad de Doblado
30152,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,-97.77841936363029,21.93617932145899,Veracruz de Ignacio de la Llave,Tampico Alto
30155,0,0,2,0,0,2,0,2,0,1,1,0,1,0,0,2,1,2,2,0,1,-98.17126331457429,21.38897009506835,Veracruz de Ignacio de la Llave,Tantoyuca
30156,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-97.0841880975122,19.71156675300251,Veracruz de Ignacio de la Llave,Tatatila
30160,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,-97.71021129673676,20.9711476550999,Veracruz de Ignacio de la Llave,Álamo Temapache
30161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-98.38160913088605,21.56885045471576,Veracruz de Ignacio de la Llave,Tempoal
30164,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,-96.941568125814,19.37380336376443,Veracruz de Ignacio de la Llave,Teocelo
30169,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,3,2,0,2,1,-95.7020879419085,18.11412097082821,Veracruz de Ignacio de la Llave,José Azueta
30172,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-94.7970477693917,17.78548808771091,Veracruz de Ignacio de la Llave,Texistepec
30173,0,0,5,0,1,0,4,0,0,2,1,0,0,0,0,0,0,7,1,0,0,-96.77611258223209,18.57974578523539,Veracruz de Ignacio de la Llave,Tezonapa
30174,0,0,3,0,0,0,0,1,0,1,1,1,1,1,0,1,0,5,0,0,0,-96.2864519446288,18.54983429869939,Veracruz de Ignacio de la Llave,Tierra Blanca
30176,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-95.94648756240403,18.19605643043254,Veracruz de Ignacio de la Llave,Tlacojalpan
30178,1,1,1,0,0,2,0,0,1,2,2,1,1,1,2,1,3,3,0,1,2,-95.62298322265218,18.53369935451751,Veracruz de Ignacio de la Llave,Tlacotalpan
30182,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,-96.98303599462504,19.54111194746402,Veracruz de Ignacio de la Llave,Tlalnelhuayocan
30183,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,-97.17443100393305,20.02356968690378,Veracruz de Ignacio de la Llave,Tlapacoyan
30186,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-96.99684613375842,19.02185519193955,Veracruz de Ignacio de la Llave,Tomatlán
30189,0,0,8,0,1,1,0,2,2,1,1,1,3,0,0,3,1,21,3,0,1,-97.41178696682574,20.93479450514236,Veracruz de Ignacio de la Llave,Tuxpan
30191,0,0,0,0,1,3,1,1,1,5,2,0,2,0,1,0,1,8,3,1,0,-96.38777692136121,19.43762211208588,Veracruz de Ignacio de la Llave,Ursulo Galván
30193,2,7,56,4,1,48,9,37,11,83,74,17,70,15,41,47,59,276,127,23,36,-96.22166441222404,19.18582605498315,Veracruz de Ignacio de la Llave,Veracruz
30194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-97.2029321105225,19.65194920783938,Veracruz de Ignacio de la Llave,Villa Aldama
30196,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,-96.79963961349989,18.82647349654773,Veracruz de Ignacio de la Llave,Yanga
30201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-96.9254850548704,18.6492605072878,Veracruz de Ignacio de la Llave,Zongolica
30204,0,1,1,2,0,3,1,0,0,2,0,0,2,0,0,0,0,3,2,0,0,-94.16076182798345,18.08486974503744,Veracruz de Ignacio de la Llave,Agua Dulce
30206,0,0,2,0,0,3,0,1,0,2,0,2,2,1,0,2,0,3,3,0,0,-94.39136098716169,18.06277339799098,Veracruz de Ignacio de la Llave,Nanchital de Lázaro Cárdenas del Río
30207,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,1,1,1,2,0,1,-96.1684957117896,18.3027668392987,Veracruz de Ignacio de la Llave,Tres Valles
30208,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,-95.718658550433,18.32678520270731,Veracruz de Ignacio de la Llave,Carlos A. Carrillo
30211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,-96.91521712467102,20.21728861660422,Veracruz de Ignacio de la Llave,San Rafael
31002,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,-89.44744388094377,20.82448593683883,Yucatán,Acanceh
31004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-89.39940636756891,21.13445616622399,Yucatán,Baca
31007,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-89.25128840111906,20.98025621320827,Yucatán,Cacalchén
31008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-88.12445167642427,21.01412030070769,Yucatán,Calotmul
31013,0,2,1,0,0,0,0,2,0,3,0,0,0,0,1,0,2,5,0,1,1,-89.51377024382309,21.08211392551588,Yucatán,Conkal
31017,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-88.56928300491371,20.49655985517719,Yucatán,Chankom
31019,1,0,2,0,6,2,0,0,0,1,0,0,0,0,1,3,4,1,4,3,1,-87.82448745051448,20.76025023422969,Yucatán,Chemax
31020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,-89.52674426842948,21.15073103314763,Yucatán,Chicxulub Pueblo
31024,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-89.28073379552715,20.47147010511776,Yucatán,Chumayel
31025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-89.44465382178369,20.40215715744424,Yucatán,Dzán
31026,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,-89.3424904597708,21.2559256683289,Yucatán,Dzemul
31027,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-89.02505695278731,21.29136150883473,Yucatán,Dzidzantún
31028,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-88.66837591797511,21.43361334036871,Yucatán,Dzilam de Bravo
31029,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,-88.73536934184183,21.33178031748009,Yucatán,Dzilam González
31033,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,-90.2168167634732,20.56534143655584,Yucatán,Halachó
31034,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,-89.24553896780971,20.80753157277711,Yucatán,Hocabá
31035,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-89.15922361151111,20.87601837481295,Yucatán,Hoctún
31038,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,2,1,4,0,1,0,-89.9830478999433,21.07240294071013,Yucatán,Hunucmá
31039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-89.47349087520749,21.23771035733456,Yucatán,Ixil
31040,0,0,4,1,5,2,0,0,0,1,0,0,1,0,1,0,1,6,3,0,1,-88.98680514427315,20.91567819715195,Yucatán,Izamal
31041,1,0,6,0,0,1,0,2,0,0,2,0,6,0,2,3,4,16,2,3,1,-89.53688908288235,20.91855407225955,Yucatán,Kanasín
31048,0,0,3,1,1,2,1,0,0,0,0,0,0,0,0,1,1,4,0,0,1,-90.06972589366741,20.62194226423236,Yucatán,Maxcanú
31050,5,9,52,6,8,59,17,68,6,111,61,22,108,12,50,186,150,509,79,67,83,-89.63952413979344,20.98406702619738,Yucatán,Mérida
31051,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-89.45419551808413,21.13242901703523,Yucatán,Mocochá
31052,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,1,0,0,-89.27801582789573,21.14382651053517,Yucatán,Motul
